market-census	ts/src/bydfi.ts	fetchFundingRate	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bydfi.ts	fetchFundingRateHistory	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bydfi.ts	createOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bydfi.ts	createOrderRequest	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bydfi.ts	createEditOrderRequest	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bydfi.ts	cancelAllOrders	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bydfi.ts	fetchOpenOrders	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bydfi.ts	fetchOpenOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bydfi.ts	setLeverage	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bydfi.ts	fetchLeverage	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bydfi.ts	fetchPositionsForSymbol	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bydfi.ts	fetchPositionHistory	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bydfi.ts	fetchMarginMode	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bydfi.ts	setMarginMode	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bydfi.ts	fetchPositionMode	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bydfi.ts	transfer	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bydfi.ts	fetchTransfers	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bydfi.ts	fetchTransactionsHelper	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/cex.ts	fetchTrades	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/cex.ts	fetchOrderBook	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/cex.ts	fetchOHLCV	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/cex.ts	parseTradingFees	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/cex.ts	createOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/cex.ts	transferBetweenMainAndSubAccount	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/cex.ts	transferBetweenSubAccounts	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/cex.ts	fetchDepositAddress	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bybit.ts	getPrice	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bybit.ts	getCost	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bybit.ts	fetchFutureMarkets	parsedMarket	safeMarketStructure	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bybit.ts	fetchTicker	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bybit.ts	fetchOHLCV	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bybit.ts	fetchFundingRateHistory	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bybit.ts	fetchTrades	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bybit.ts	fetchOrderBook	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bybit.ts	createMarketBuyOrderWithCost	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bybit.ts	createMarketSellOrderWithCost	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bybit.ts	createOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bybit.ts	createOrderRequest	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bybit.ts	createOrders	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bybit.ts	editOrderRequest	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bybit.ts	editOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bybit.ts	editOrders	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bybit.ts	cancelOrderRequest	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bybit.ts	cancelOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bybit.ts	cancelOrders	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bybit.ts	cancelOrdersForSymbols	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bybit.ts	fetchOrderClassic	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bybit.ts	fetchOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bybit.ts	fetchDepositAddressesByNetwork	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bybit.ts	fetchDepositAddressesByNetwork	currencyFromResponse	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bybit.ts	fetchDepositAddress	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bybit.ts	withdraw	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bybit.ts	fetchPosition	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bybit.ts	fetchLeverage	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bybit.ts	setLeverage	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bybit.ts	fetchDerivativesOpenInterestHistory	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bybit.ts	fetchDerivativesOpenInterestHistory	safeMarketObj	safeMarket	4	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bybit.ts	fetchOpenInterest	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bybit.ts	fetchOpenInterest	safeMarketObj	safeMarket	4	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bybit.ts	fetchOpenInterestHistory	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bybit.ts	fetchCrossBorrowRate	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bybit.ts	fetchBorrowRateHistory	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bybit.ts	transfer	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bybit.ts	borrowCrossMargin	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bybit.ts	repayCrossMargin	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bybit.ts	fetchDerivativesMarketLeverageTiers	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bybit.ts	fetchTradingFee	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bybit.ts	fetchVolatilityHistory	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bybit.ts	fetchGreeks	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bybit.ts	parseLeverageTiers	market	safeMarket	4	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bybit.ts	fetchOption	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bybit.ts	fetchOptionChain	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bybit.ts	fetchConvertQuote	fromCurrency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bybit.ts	fetchConvertQuote	toCurrency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bybit.ts	fetchLongShortRatioHistory	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/bybit.ts	fetchMarginMode	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinbase.ts	fetchTickersV2	market	safeMarket	3	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinbaseexchange.ts	fetchTickers	market	safeMarket	3	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinbaseexchange.ts	fetchTicker	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinbaseexchange.ts	fetchMyTrades	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinbaseexchange.ts	fetchTrades	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinbaseexchange.ts	fetchOHLCV	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinbaseexchange.ts	createOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinbaseexchange.ts	withdraw	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinbaseexchange.ts	fetchLedger	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinbaseexchange.ts	createDepositAddress	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinbase.ts	fetchTickersV3	market	safeMarket	3	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinbase.ts	fetchTickerV2	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinbase.ts	fetchTickerV3	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinbase.ts	fetchTickerV3	ticker	parseTicker	2	none	no-table-entry	-	Object	sim-ok
market-census	ts/src/coinbase.ts	createMarketBuyOrderWithCost	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinbase.ts	createOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinbase.ts	editOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinbase.ts	fetchOHLCV	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinbase.ts	fetchTrades	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinbase.ts	fetchOrderBook	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinbase.ts	withdraw	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinbase.ts	fetchDepositAddressesByNetwork	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinbase.ts	transfer	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinbase.ts	closePosition	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinbase.ts	fetchPosition	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinbase.ts	fetchTradingFees	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coincheck.ts	parseBalance	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinbaseinternational.ts	fetchOHLCV	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coincheck.ts	fetchOpenOrders	parsedOrders	parseOrders	4	typed:java.util.List<Object>	-	java.util.List<Object>	retyped	-
market-census	ts/src/coincheck.ts	fetchOrderBook	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coincheck.ts	fetchTicker	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coincheck.ts	fetchMyTrades	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coincheck.ts	fetchTrades	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coincheck.ts	fetchTradingFees	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coincheck.ts	createOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinbaseinternational.ts	fetchFundingRateHistory	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinbaseinternational.ts	createDepositAddress	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinbaseinternational.ts	loadCurrencyNetworks	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinbaseinternational.ts	fetchTicker	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinbaseinternational.ts	transfer	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinbaseinternational.ts	createOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinbaseinternational.ts	editOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinbaseinternational.ts	withdraw	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinmate.ts	fetchOrderBook	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinex.ts	fetchTicker	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinmate.ts	fetchTicker	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinmate.ts	fetchTickers	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinmate.ts	fetchTickers	ticker	parseTicker	2	none	no-table-entry	-	Object	sim-ok
market-census	ts/src/coinmate.ts	fetchDepositsWithdrawals	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinmate.ts	withdraw	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinmate.ts	fetchMyTrades	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinmate.ts	fetchTrades	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinmate.ts	fetchTradingFee	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinmate.ts	fetchOrders	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinmate.ts	createOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinone.ts	fetchOrderBook	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinex.ts	fetchOrderBook	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinex.ts	fetchTrades	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinex.ts	fetchTradingFee	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinex.ts	fetchTradingFees	market	safeMarket	4	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinex.ts	fetchOHLCV	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinex.ts	createMarketBuyOrderWithCost	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinex.ts	createOrderRequest	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinex.ts	createOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinex.ts	createOrders	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinex.ts	cancelOrders	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinex.ts	cancelOrders	order	parseOrder	2	none	no-table-entry	-	Object	sim-ok
market-census	ts/src/coinex.ts	editOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinex.ts	editOrders	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinex.ts	editOrders	firstMarket	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinex.ts	editOrders	order	parseOrder	1	none	no-table-entry	-	Object	sim-ok
market-census	ts/src/coinex.ts	cancelOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinex.ts	cancelAllOrders	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinex.ts	fetchOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinex.ts	createDepositAddress	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinex.ts	fetchDepositAddress	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinex.ts	fetchMyTrades	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinex.ts	fetchPosition	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinex.ts	setMarginMode	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinex.ts	setLeverage	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinex.ts	modifyMarginHelper	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinex.ts	fetchFundingHistory	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinex.ts	fetchFundingRate	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinex.ts	withdraw	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinex.ts	fetchFundingRateHistory	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinex.ts	transfer	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinex.ts	fetchTransfers	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinex.ts	fetchIsolatedBorrowRate	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinex.ts	fetchIsolatedBorrowRate	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinex.ts	borrowIsolatedMargin	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinex.ts	borrowIsolatedMargin	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinex.ts	repayIsolatedMargin	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinex.ts	repayIsolatedMargin	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinex.ts	fetchDepositWithdrawFee	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinex.ts	fetchLeverage	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinex.ts	fetchLeverage	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinex.ts	fetchPositionHistory	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinex.ts	closePosition	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinex.ts	fetchMarginAdjustmentHistory	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinone.ts	fetchTicker	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinone.ts	fetchTrades	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinone.ts	createOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinone.ts	fetchOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinone.ts	fetchOpenOrders	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinone.ts	fetchMyTrades	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinsph.ts	fetchTickers	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinspot.ts	fetchOrderBook	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinspot.ts	fetchTicker	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinspot.ts	fetchTickers	market	safeMarket	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinspot.ts	fetchTrades	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinspot.ts	createOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinsph.ts	fetchTicker	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinsph.ts	fetchOrderBook	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinsph.ts	fetchOHLCV	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinsph.ts	fetchTrades	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinsph.ts	fetchMyTrades	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinsph.ts	createOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinsph.ts	fetchClosedOrders	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinsph.ts	fetchTradingFee	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinsph.ts	withdraw	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/coinsph.ts	fetchDepositAddress	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/cryptomus.ts	fetchOrderBook	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/cryptomus.ts	fetchTrades	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/cryptomus.ts	createOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/deepcoin.ts	fetchOrderBook	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/cryptocom.ts	fetchTrades	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/deepcoin.ts	fetchOHLCV	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/deepcoin.ts	fetchTrades	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/deepcoin.ts	fetchDepositAddresses	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/deepcoin.ts	transfer	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/deepcoin.ts	createOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/deepcoin.ts	createOrderRequest	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/deepcoin.ts	createRegularOrderRequest	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/deepcoin.ts	createTriggerOrderRequest	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/deepcoin.ts	fetchClosedOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/deepcoin.ts	fetchOpenOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/deepcoin.ts	fetchOpenOrders	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/deepcoin.ts	cancelOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/deepcoin.ts	cancelAllOrders	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/deepcoin.ts	fetchPositionsForSymbol	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/deepcoin.ts	setLeverage	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/deepcoin.ts	fetchFundingRate	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/deepcoin.ts	fetchFundingRateHistory	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/deepcoin.ts	closePosition	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/cryptocom.ts	fetchOHLCV	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/cryptocom.ts	fetchOrderBook	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/cryptocom.ts	createOrderRequest	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/cryptocom.ts	createOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/cryptocom.ts	createAdvancedOrderRequest	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/cryptocom.ts	cancelOrders	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/cryptocom.ts	cancelOrdersForSymbols	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/cryptocom.ts	withdraw	currency	safeCurrency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/cryptocom.ts	fetchDepositAddressesByNetwork	currency	safeCurrency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/cryptocom.ts	fetchFundingRate	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/cryptocom.ts	fetchFundingRateHistory	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/cryptocom.ts	fetchPosition	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/cryptocom.ts	fetchPositions	marketInner	safeMarket	4	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/cryptocom.ts	closePosition	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/cryptocom.ts	fetchTradingFee	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/cryptocom.ts	parseTradingFees	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/delta.ts	fetchTicker	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/delta.ts	fetchTickers	ticker	parseTicker	1	none	no-table-entry	-	Object	sim-ok
market-census	ts/src/delta.ts	fetchOrderBook	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
