market-census	ts/src/pro/cryptocom.ts	unWatchTicker	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/cryptocom.ts	handleTicker	market	safeMarket	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/cryptocom.ts	watchOHLCV	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/cryptocom.ts	unWatchOHLCV	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/cryptocom.ts	handleOHLCV	market	safeMarket	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/cryptocom.ts	handleOrders	parsed	parseOrders	1	typed:java.util.List<Object>	-	java.util.List<Object>	retyped	-
market-census	ts/src/pro/cryptocom.ts	handleOrder	order	parseOrder	1	none	no-table-entry	-	Object	sim-ok
market-census	ts/src/pro/coinex.ts	handleMyTrades	market	safeMarket	4	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/coinex.ts	handleTrades	market	safeMarket	4	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/coinex.ts	watchTicker	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/coinex.ts	handleOrderBook	market	safeMarket	4	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/coinex.ts	handleOrders	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/deepcoin.ts	watchTicker	market	market	1	none	unsafe-use:pro-inherited-async [market]	-	Object	-
market-census	ts/src/pro/deribit.ts	watchTicker	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/deepcoin.ts	unWatchTicker	market	market	1	none	unsafe-use:pro-inherited-async [market]	-	Object	-
market-census	ts/src/pro/deepcoin.ts	handleTicker	market	safeMarket	3	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/deepcoin.ts	watchTrades	market	market	1	none	unsafe-use:pro-inherited-async [market]	-	Object	-
market-census	ts/src/pro/deepcoin.ts	unWatchTrades	market	market	1	none	unsafe-use:pro-inherited-async [market]	-	Object	-
market-census	ts/src/pro/deepcoin.ts	handleTrades	market	safeMarket	3	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/deepcoin.ts	watchOHLCV	market	market	1	none	unsafe-use:pro-inherited-async [market]	-	Object	-
market-census	ts/src/pro/deepcoin.ts	unWatchOHLCV	market	market	1	none	unsafe-use:pro-inherited-async [market]	-	Object	-
market-census	ts/src/pro/deepcoin.ts	handleOHLCV	market	safeMarket	3	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/deepcoin.ts	watchOrderBook	market	market	1	none	unsafe-use:pro-inherited-async [market]	-	Object	-
market-census	ts/src/pro/deepcoin.ts	unWatchOrderBook	market	market	1	none	unsafe-use:pro-inherited-async [market]	-	Object	-
market-census	ts/src/pro/deepcoin.ts	handleOrderBook	market	safeMarket	3	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/deepcoin.ts	handleOrderBookSnapshot	market	safeMarket	3	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/deepcoin.ts	handleMyTrade	market	safeMarket	3	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/deepcoin.ts	handleOrder	market	safeMarket	3	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/deepcoin.ts	handlePosition	market	safeMarket	3	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/deribit.ts	watchTickers	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/deribit.ts	handleTicker	ticker	parseTicker	1	none	no-table-entry	-	Object	sim-ok
market-census	ts/src/pro/deribit.ts	watchBidsAsks	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/deribit.ts	handleTrades	market	safeMarket	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/deribit.ts	handleTrades	parsed	parseTrade	2	none	no-table-entry	-	Object	sim-ok
market-census	ts/src/pro/deribit.ts	handleMyTrades	parsed	parseTrades	1	typed:java.util.List<Object>	-	java.util.List<Object>	retyped	-
market-census	ts/src/pro/deribit.ts	handleOrders	order	parseOrder	1	none	no-table-entry	-	Object	sim-ok
market-census	ts/src/pro/deribit.ts	handleOHLCV	market	safeMarket	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/dydx.ts	watchTrades	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/derive.ts	watchOrderBook	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/dydx.ts	unWatchTrades	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/dydx.ts	handleTrades	market	safeMarket	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/dydx.ts	handleTrades	parsedTrades	parseTrades	2	typed:java.util.List<Object>	-	java.util.List<Object>	retyped	-
market-census	ts/src/pro/dydx.ts	watchOrderBook	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/dydx.ts	unWatchOrderBook	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/dydx.ts	handleOrderBook	market	safeMarket	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/dydx.ts	watchOHLCV	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/dydx.ts	unWatchOHLCV	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/dydx.ts	handleOHLCV	market	safeMarket	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/derive.ts	handleOrderBook	market	safeMarket	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/derive.ts	watchTicker	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/derive.ts	handleTicker	market	safeMarket	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/derive.ts	unWatchOrderBook	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/derive.ts	unWatchTrades	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/derive.ts	handleOrderBookUnSubscription	market	safeMarket	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/derive.ts	handleTradesUnSubscription	market	safeMarket	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/derive.ts	watchTrades	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/derive.ts	handleTrade	market	safeMarket	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/derive.ts	handleTrade	trade	parseTrade	1	none	no-table-entry	-	Object	sim-ok
market-census	ts/src/pro/derive.ts	watchOrders	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/derive.ts	handleOrder	parsed	parseOrder	1	none	no-table-entry	-	Object	sim-unsafe:as-cast [parsed as Dict]
market-census	ts/src/pro/derive.ts	watchMyTrades	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/derive.ts	handleMyTrade	trade	parseTrade	1	none	no-table-entry	-	Object	sim-ok
market-census	ts/src/pro/extended.ts	watchOrderBook	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/gate.ts	createOrderWs	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/extended.ts	handleOrderBook	market	safeMarket	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/extended.ts	watchOrders	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/extended.ts	watchMyTrades	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/extended.ts	handleMyTrades	trade	parseTrade	1	none	no-table-entry	-	Object	sim-ok
market-census	ts/src/pro/extended.ts	handleOrders	order	parseOrder	1	none	no-table-entry	-	Object	sim-ok
market-census	ts/src/pro/extended.ts	watchFundingRate	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/extended.ts	watchMarkPrice	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/extended.ts	handleMarkPrice	market	safeMarket	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/extended.ts	handleMarkPrice	ticker	safeTicker	2	none	no-table-entry	-	Object	sim-ok
market-census	ts/src/pro/extended.ts	watchTrades	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/extended.ts	handleTrades	market	safeMarket	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/extended.ts	handleTrades	trade	parseTrade	2	none	no-table-entry	-	Object	sim-ok
market-census	ts/src/pro/extended.ts	watchOHLCV	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/gemini.ts	watchTrades	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/gate.ts	createOrderWs	order	parseOrder	2	none	no-table-entry	-	Object	sim-ok
market-census	ts/src/pro/gate.ts	createOrdersWs	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/gate.ts	editOrderWs	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/gate.ts	fetchOrdersByStatusWs	orders	parseOrders	2	typed:java.util.List<Object>	-	java.util.List<Object>	retyped	-
market-census	ts/src/pro/gate.ts	watchOrderBook	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/gate.ts	unWatchOrderBook	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/gate.ts	watchTicker	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/gate.ts	subscribeWatchTickersAndBidsAsks	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/gate.ts	handleTickerAndBidAsk	market	safeMarket	4	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/gate.ts	handleTickerAndBidAsk	parsedItem	parseTicker	2	none	no-table-entry	-	Object	sim-ok
market-census	ts/src/pro/gate.ts	watchTradesForSymbols	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/gate.ts	unWatchTradesForSymbols	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/gate.ts	handleTrades	parsedTrades	parseTrades	1	typed:java.util.List<Object>	-	java.util.List<Object>	retyped	-
market-census	ts/src/pro/gate.ts	watchOHLCV	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/gate.ts	handleMyTrades	parsed	parseTrades	1	typed:java.util.List<Object>	-	java.util.List<Object>	retyped	-
market-census	ts/src/pro/gate.ts	watchOrders	marketResolved	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/gate.ts	handleOrder	parsedOrders	parseOrders	1	typed:java.util.List<Object>	-	java.util.List<Object>	retyped	-
market-census	ts/src/pro/gate.ts	handleOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/grvt.ts	watchTickers	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/gemini.ts	handleTrades	market	safeMarket	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/gemini.ts	handleTradesForMultidata	market	safeMarket	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/gemini.ts	watchOHLCV	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/gemini.ts	handleOHLCV	market	safeMarket	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/gemini.ts	watchOrderBook	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/gemini.ts	handleOrderBook	market	safeMarket	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/gemini.ts	handleBidsAsksForMultidata	market	safeMarket	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/gemini.ts	helperForWatchMultipleConstruct	firstMarket	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/gemini.ts	helperForWatchMultipleConstruct	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/gemini.ts	handleOrderBookForMultidata	market	safeMarket	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/gemini.ts	watchOrders	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/grvt.ts	handleTicker	market	safeMarket	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/grvt.ts	watchTradesForSymbols	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/grvt.ts	handleTrades	market	safeMarket	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/grvt.ts	watchOHLCVForSymbols	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/grvt.ts	handleOHLCV	market	safeMarket	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/grvt.ts	watchOrderBookForSymbols	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/grvt.ts	handleOrderBook	market	safeMarket	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/grvt.ts	watchMyTrades	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/grvt.ts	watchPositions	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/grvt.ts	watchOrders	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/hashkey.ts	watchOHLCV	market	market	1	none	unsafe-use:pro-inherited-async [market]	-	Object	-
market-census	ts/src/pro/hitbtc.ts	watchOrderBook	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/hashkey.ts	handleOHLCV	market	safeMarket	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/hashkey.ts	watchTicker	market	market	1	none	unsafe-use:pro-inherited-async [market]	-	Object	-
market-census	ts/src/pro/hashkey.ts	handleTicker	ticker	parseTicker	1	none	no-table-entry	-	Object	sim-ok
market-census	ts/src/pro/hashkey.ts	watchTrades	market	market	1	none	unsafe-use:pro-inherited-async [market]	-	Object	-
market-census	ts/src/pro/hashkey.ts	handleTrades	market	safeMarket	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/hashkey.ts	watchOrderBook	market	market	1	none	unsafe-use:pro-inherited-async [market]	-	Object	-
market-census	ts/src/pro/hollaex.ts	watchOrderBook	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/hitbtc.ts	handleOrderBook	market	safeMarket	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/hitbtc.ts	handleTicker	market	safeMarket	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/hitbtc.ts	handleBidAsk	market	safeMarket	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/hitbtc.ts	watchTrades	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/hitbtc.ts	handleTrades	market	safeMarket	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/hitbtc.ts	watchOHLCV	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/hitbtc.ts	handleOHLCV	market	safeMarket	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/hitbtc.ts	handleOrderHelper	parsed	parseOrder	1	none	no-table-entry	-	Object	sim-ok
market-census	ts/src/pro/hitbtc.ts	createOrderWs	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/hollaex.ts	handleOrderBook	market	safeMarket	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/hollaex.ts	watchTrades	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/hollaex.ts	handleTrades	market	safeMarket	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/hollaex.ts	handleTrades	parsedTrades	parseTrades	2	typed:java.util.List<Object>	-	java.util.List<Object>	retyped	-
market-census	ts/src/pro/hollaex.ts	handleMyTrades	parsed	parseTrade	1	none	no-table-entry	-	Object	sim-ok
market-census	ts/src/pro/hollaex.ts	handleMyTrades	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/hollaex.ts	handleOrder	parsed	parseOrder	1	none	no-table-entry	-	Object	sim-ok
market-census	ts/src/pro/hollaex.ts	handleOrder	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/hyperliquid.ts	editOrderWs	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/htx.ts	watchTicker	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/hyperliquid.ts	editOrderWs	parsedOrder	parseOrder	2	none	no-table-entry	-	Object	sim-ok
market-census	ts/src/pro/hyperliquid.ts	watchOrderBook	market	market	1	none	unsafe-use:as-cast [market as Dict]	-	Object	-
market-census	ts/src/pro/hyperliquid.ts	unWatchOrderBook	market	market	1	none	unsafe-use:as-cast [market as Dict]	-	Object	-
market-census	ts/src/pro/hyperliquid.ts	handleOrderBook	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/hyperliquid.ts	watchTicker	market	market	1	none	unsafe-use:as-cast [market as Dict]	-	Object	-
market-census	ts/src/pro/hyperliquid.ts	unWatchTicker	market	market	1	none	unsafe-use:as-cast [market as Dict]	-	Object	-
market-census	ts/src/pro/hyperliquid.ts	watchTickers	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/hyperliquid.ts	handleWsTickers	market	safeMarket	4	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/hyperliquid.ts	handleActiveAssetCtx	market	safeMarket	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/hyperliquid.ts	watchTrades	market	market	1	none	unsafe-use:as-cast [market as Dict]	-	Object	-
market-census	ts/src/pro/hyperliquid.ts	unWatchTrades	market	market	1	none	unsafe-use:as-cast [market as Dict]	-	Object	-
market-census	ts/src/pro/hyperliquid.ts	handleTrades	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/hyperliquid.ts	watchOHLCV	market	market	1	none	unsafe-use:as-cast [market as Dict]	-	Object	-
market-census	ts/src/pro/hyperliquid.ts	unWatchOHLCV	market	market	1	none	unsafe-use:as-cast [market as Dict]	-	Object	-
market-census	ts/src/pro/hyperliquid.ts	handleOrder	order	parseOrder	1	none	no-table-entry	-	Object	sim-ok
market-census	ts/src/pro/independentreserve.ts	watchTrades	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/independentreserve.ts	watchOrderBook	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/kraken.ts	createOrderWs	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/htx.ts	unWatchTicker	market	market	1	none	unsafe-use:pro-inherited-async [market]	-	Object	-
market-census	ts/src/pro/htx.ts	handleTicker	market	safeMarket	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/htx.ts	handleTicker	ticker	parseTicker	2	none	no-table-entry	-	Object	sim-ok
market-census	ts/src/pro/htx.ts	watchTrades	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/htx.ts	unWatchTrades	market	market	1	none	unsafe-use:pro-inherited-async [market]	-	Object	-
market-census	ts/src/pro/htx.ts	handleTrades	market	safeMarket	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/htx.ts	handleTrades	trade	parseTrade	2	none	no-table-entry	-	Object	sim-ok
market-census	ts/src/pro/htx.ts	watchOHLCV	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/htx.ts	unWatchOHLCV	market	market	1	none	unsafe-use:pro-inherited-async [market]	-	Object	-
market-census	ts/src/pro/htx.ts	handleOHLCV	market	safeMarket	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/htx.ts	watchOrderBook	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/htx.ts	unWatchOrderBook	market	market	1	none	unsafe-use:pro-inherited-async [market]	-	Object	-
market-census	ts/src/pro/htx.ts	watchOrderBookSnapshot	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/htx.ts	handleOrderBookMessage	market	safeMarket	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/htx.ts	handleOrderBookSubscription	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/htx.ts	handleOrder	market	safeMarket	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/htx.ts	parseOrderTrade	marketResolved	safeMarket	2	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/htx.ts	handleMyTrade	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/htx.ts	handleMyTrade	parsedTrade	parseTrade	2	none	no-table-entry	-	Object	sim-unsafe:write [parsedTrade = this.extend (parsedTrade, extendParams)]
market-census	ts/src/pro/kraken.ts	handleCreateEditOrder	order	parseOrder	1	none	no-table-entry	-	Object	sim-ok
market-census	ts/src/pro/kraken.ts	handleTicker	result	safeTicker	1	none	no-table-entry	-	Object	sim-ok
market-census	ts/src/pro/kraken.ts	handleTrades	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/kraken.ts	handleTrades	parsed	parseTrades	2	typed:java.util.List<Object>	-	java.util.List<Object>	retyped	-
market-census	ts/src/pro/kraken.ts	watchOHLCV	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/kraken.ts	loadMarkets	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/krakenfutures.ts	subscribePublic	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/krakenfutures.ts	watchOrders	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/krakenfutures.ts	watchMyTrades	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/krakenfutures.ts	handleTrade	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/krakenfutures.ts	parseWsTicker	marketResolved	safeMarket	2	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/krakenfutures.ts	handleOrderBookSnapshot	market	safeMarket	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/krakenfutures.ts	handleOrderBook	market	safeMarket	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/krakenfutures.ts	watchMultiHelper	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/kucoin.ts	subscribePublicUta	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/kucoinfutures.ts	transfer	currency	currency	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/lbank.ts	fetchOHLCVWs	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/lbank.ts	watchOHLCV	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/lbank.ts	fetchTickerWs	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/lbank.ts	watchTicker	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/lbank.ts	handleTicker	market	safeMarket	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/lbank.ts	fetchTradesWs	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/lbank.ts	watchTrades	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/lbank.ts	handleTrades	market	safeMarket	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/lbank.ts	watchOrders	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/lbank.ts	fetchOrderBookWs	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/lbank.ts	watchOrderBook	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/lighter.ts	handleOrderBook	market	safeMarket	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/kucoin.ts	subscribePrivateUta	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/kucoin.ts	watchTicker	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/kucoin.ts	unWatchTicker	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/kucoin.ts	watchTickers	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/kucoin.ts	watchUtaTickers	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/kucoin.ts	handleContractTicker	market	safeMarket	3	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/kucoin.ts	handleContractTicker	ticker	parseTicker	2	none	no-table-entry	-	Object	sim-ok
market-census	ts/src/pro/kucoin.ts	handleUtaTicker	market	safeMarket	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/kucoin.ts	watchMultiHelper	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/kucoin.ts	watchOHLCV	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/kucoin.ts	unWatchOHLCV	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/kucoin.ts	handleOHLCV	market	safeMarket	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/kucoin.ts	handleUtaOHLCV	market	safeMarket	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/kucoin.ts	watchTrades	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/kucoin.ts	unWatchTrades	market	market	1	typed:java.util.Map<String, Object>	-	-	retyped	-
market-census	ts/src/pro/kucoin.ts	handleTrade	market	safeMarket	1	typed:java.util.Map<String, Object>	-	-	retyped	-
